FlightDate,Atrasos,Cancelamentos,Cold,Fog,Rain,Snow,Storm
2021-01-20,28.0,29,-2.0,492,205.0,1048,64
2021-01-21,55.0,40,0.0,885,470.0,584,5
2021-01-22,243.0,79,13.0,1001,153.0,1129,4
2021-01-23,-27.0,44,-14.0,1039,-806.0,1475,1
2021-01-24,666.0,80,13.0,1412,627.0,1295,2
2021-01-25,-616.0,288,41.0,1951,2662.0,1607,23
2021-01-26,32.0,153,26.0,1979,-1566.0,2581,22
2021-01-27,-252.0,62,16.0,1212,-580.0,1861,41
2021-01-28,187.0,312,-37.0,432,-617.0,1749,11
2021-01-29,336.0,95,-35.0,645,-263.0,750,13
2021-01-30,-96.0,250,7.0,841,782.0,772,53
2021-01-31,844.0,919,-2.0,843,1109.0,2274,2
2021-02-01,-936.0,1465,-2.0,870,-1386.0,1698,6
2021-02-02,-265.0,497,9.0,814,-493.0,1565,4
2021-02-03,-20.0,107,-9.0,907,-438.0,982,22
2021-02-04,403.0,395,12.0,861,335.0,2015,23
2021-02-05,-146.0,118,14.0,1061,1070.0,1874,36
2021-02-06,-122.0,65,75.0,944,-407.0,1290,21
2021-02-07,692.0,271,164.0,1086,332.0,2619,28
2021-02-08,-254.0,63,-37.0,1329,-1533.0,1557,11
2021-02-09,-306.0,55,134.0,1733,654.0,1693,2
2021-02-10,157.0,116,-141.0,2712,-142.0,1402,4
2021-02-11,1410.0,311,30.0,2336,1610.0,2087,15
2021-02-12,-376.0,245,-13.0,1866,-265.0,2069,7
2021-02-13,473.0,1026,47.0,1771,214.0,2778,38
2021-02-14,190.0,2229,134.0,2004,-275.0,2498,16
2021-02-15,-50.0,3627,-8.0,2275,-159.0,2824,9
2021-02-16,-955.0,2574,39.0,1574,316.0,2603,10
2021-02-17,-459.0,2262,-76.0,842,-1526.0,2457,4
2021-02-18,1034.0,2840,-319.0,1307,1793.0,3463,1
2021-02-19,-156.0,1084,64.0,1463,-590.0,1968,24
2021-02-20,-888.0,188,-43.0,1059,-1624.0,1044,20
2021-02-21,19.0,181,-73.0,696,26.0,1039,24
2021-02-22,-203.0,110,9.0,769,1946.0,1153,96
2021-02-23,-558.0,30,3.0,614,-1630.0,604,59
2021-02-24,105.0,17,-4.0,358,-216.0,609,8
2021-02-25,395.0,55,30.0,561,240.0,462,27
2021-02-26,53.0,32,-19.0,875,1492.0,366,16
2021-02-27,75.0,54,-13.0,2101,147.0,1089,19
2021-02-28,807.0,184,39.0,1818,609.0,537,4
2021-03-01,-904.0,59,-17.0,916,394.0,527,10
2021-03-02,-477.0,37,-44.0,259,-1727.0,272,24
2021-03-03,50.0,26,16.0,395,-577.0,76,4
2021-03-04,288.0,39,-4.0,440,-730.0,372,11
2021-03-05,65.0,68,-25.0,347,421.0,105,7
2021-03-06,-51.0,32,-3.0,360,43.0,201,16
2021-03-07,237.0,53,3.0,101,-351.0,73,2
2021-03-08,-297.0,50,-4.0,258,-216.0,65,3
2021-03-09,-331.0,33,21.0,327,180.0,246,16
2021-03-10,217.0,26,-17.0,499,1320.0,940,49
2021-03-11,528.0,29,31.0,446,-93.0,640,25
2021-03-12,508.0,35,0.0,607,-157.0,328,2
2021-03-13,-168.0,817,-12.0,982,207.0,530,28
2021-03-14,-54.0,1599,-22.0,538,692.0,1058,98
2021-03-15,1018.0,1281,13.0,931,-148.0,1327,24
2021-03-16,-914.0,175,8.0,1413,261.0,1087,42
2021-03-17,794.0,495,36.0,1991,91.0,697,75
2021-03-18,554.0,343,-16.0,1003,1799.0,221,16
2021-03-19,-1563.0,37,-23.0,348,-2606.0,112,6
2021-03-20,195.0,30,-22.0,243,-1016.0,212,12
2021-03-21,-90.0,43,13.0,240,113.0,394,24
2021-03-22,-137.0,190,2.0,374,564.0,401,23
2021-03-23,-369.0,46,6.0,687,1633.0,525,14
2021-03-24,58.0,68,-17.0,988,949.0,610,10
2021-03-25,1072.0,45,27.0,1451,-327.0,376,10
2021-03-26,-63.0,32,-12.0,1071,-581.0,640,38
2021-03-27,610.0,34,13.0,1247,-1395.0,418,2
2021-03-28,89.0,73,-24.0,631,2134.0,282,36
2021-03-29,-1263.0,58,-3.0,326,-2887.0,335,360
2021-03-30,-551.0,28,15.0,375,-288.0,474,309
2021-03-31,277.0,23,-6.0,572,2136.0,295,8
2021-04-01,1040.0,44,10.0,321,-893.0,770,6
2021-04-02,-826.0,25,-17.0,186,-1743.0,265,7
2021-04-03,-184.0,37,8.0,238,93.0,8,4
2021-04-04,-76.0,158,3.0,242,16.0,5,5
2021-04-05,128.0,43,8.0,359,224.0,129,7
2021-04-06,-414.0,7,-14.0,291,220.0,360,24
2021-04-07,239.0,19,7.0,467,1331.0,190,39
2021-04-08,215.0,25,5.0,836,1122.0,71,18
2021-04-09,366.0,40,2.0,1094,-467.0,172,102
2021-04-10,486.0,71,12.0,808,569.0,64,35
2021-04-11,953.0,1000,-3.0,771,-453.0,114,37
2021-04-12,-848.0,270,8.0,765,-1024.0,269,13
2021-04-13,-1384.0,27,-22.0,647,-632.0,605,16
2021-04-14,288.0,24,-8.0,438,878.0,1022,18
2021-04-15,551.0,66,6.0,667,850.0,739,14
2021-04-16,924.0,57,0.0,854,47.0,1259,2
2021-04-17,-1506.0,20,-25.0,305,-710.0,247,2
2021-04-18,266.0,14,8.0,354,-1224.0,104,3
2021-04-19,519.0,100,32.0,398,300.0,870,16
2021-04-20,-721.0,14,-14.0,502,-321.0,1395,14
2021-04-21,-198.0,17,1.0,360,-45.0,1425,18
2021-04-22,276.0,11,12.0,232,-502.0,497,12
2021-04-23,332.0,217,-24.0,446,1067.0,255,13
2021-04-24,539.0,89,9.0,513,2312.0,163,20
2021-04-25,-117.0,32,-9.0,800,-1497.0,267,15
2021-04-26,-960.0,8,19.0,460,-1121.0,267,28
2021-04-27,-73.0,31,18.0,516,-224.0,177,8
2021-04-28,361.0,21,-20.0,538,1722.0,84,3
2021-04-29,210.0,16,4.0,859,1428.0,2,2
2021-04-30,566.0,58,-22.0,558,-1571.0,15,13
2021-05-01,-499.0,27,12.0,346,-1070.0,60,25
2021-05-02,361.0,22,-16.0,329,468.0,21,40
2021-05-03,753.0,89,20.0,644,2246.0,221,19
2021-05-04,-386.0,136,41.0,900,-253.0,86,19
2021-05-05,-527.0,21,-12.0,738,-1127.0,43,6
2021-05-06,197.0,25,-38.0,487,-1585.0,7,6
2021-05-07,-93.0,21,-4.0,383,288.0,52,11
2021-05-08,-217.0,16,-4.0,305,-54.0,134,27
2021-05-09,533.0,22,-3.0,248,1435.0,177,14
2021-05-10,98.0,259,7.0,648,-353.0,185,3
2021-05-11,-149.0,564,18.0,706,-331.0,324,6
2021-05-12,-403.0,69,-8.0,484,15.0,14,14
2021-05-13,-91.0,21,-4.0,423,-1683.0,8,1
2021-05-14,33.0,10,-2.0,308,99.0,2,13
2021-05-15,-247.0,10,-3.0,338,764.0,7,11
2021-05-16,1417.0,176,9.0,494,946.0,3,7
2021-05-17,-168.0,77,10.0,861,274.0,11,10
2021-05-18,-623.0,86,22.0,677,-13.0,61,22
2021-05-19,-814.0,17,-16.0,774,110.0,4,24
2021-05-20,930.0,9,-3.0,472,204.0,129,35
2021-05-21,685.0,17,-5.0,543,-697.0,208,38
2021-05-22,-893.0,16,-11.0,544,-184.0,117,25
2021-05-23,354.0,16,-11.0,741,285.0,67,20
2021-05-24,350.0,153,19.0,748,-294.0,14,29
2021-05-25,-348.0,73,-4.0,478,-315.0,0,36
2021-05-26,-685.0,39,14.0,553,227.0,4,12
2021-05-27,665.0,21,1.0,642,582.0,20,18
2021-05-28,357.0,48,-2.0,518,752.0,63,14
2021-05-29,-1008.0,15,0.0,498,-92.0,2,22
2021-05-30,797.0,41,-20.0,442,-519.0,9,9
2021-05-31,-68.0,234,20.0,722,-747.0,11,10
2021-06-01,-673.0,46,3.0,921,-190.0,9,3
2021-06-02,139.0,26,-4.0,769,493.0,6,2
2021-06-03,1489.0,64,9.0,962,1307.0,1,2
2021-06-04,148.0,103,-12.0,837,-1321.0,0,8
2021-06-05,-247.0,130,0.0,759,-634.0,0,2
2021-06-06,947.0,223,-16.0,386,391.0,0,29
2021-06-07,623.0,631,14.0,421,624.0,2,11
2021-06-08,-820.0,303,24.0,748,-239.0,0,12
2021-06-09,-809.0,268,9.0,1072,-422.0,0,27
2021-06-10,1410.0,228,-13.0,992,-174.0,1,27
2021-06-11,-141.0,139,-11.0,663,723.0,0,105
2021-06-12,293.0,253,1.0,814,-798.0,0,8
2021-06-13,139.0,279,-7.0,692,-408.0,2,12
2021-06-14,-314.0,253,17.0,576,348.0,1,7
2021-06-15,-631.0,679,19.0,606,-364.0,0,2
2021-06-16,-194.0,474,-28.0,398,-717.0,0,9
2021-06-17,381.0,220,-18.0,355,-17.0,1,2
2021-06-18,587.0,324,-7.0,326,552.0,0,5
2021-06-19,80.0,247,39.0,334,1285.0,0,13
2021-06-20,377.0,297,-26.0,678,971.0,0,13
2021-06-21,379.0,780,8.0,504,-452.0,2,28
2021-06-22,-1567.0,267,-10.0,415,643.0,3,5
2021-06-23,-689.0,131,21.0,516,-2314.0,0,13
2021-06-24,1386.0,384,-9.0,403,437.0,2,19
2021-06-25,564.0,447,-19.0,634,1357.0,0,12
2021-06-26,1068.0,666,7.0,718,496.0,6,14
2021-06-27,-159.0,338,-17.0,613,-692.0,4,16
2021-06-28,-228.0,425,38.0,552,-121.0,2,3
2021-06-29,-932.0,297,-1.0,760,694.0,0,2
2021-06-30,510.0,274,-12.0,953,-784.0,0,3
2021-07-01,667.0,742,19.0,727,518.0,2,9
2021-07-02,531.0,795,-10.0,665,813.0,1,6
2021-07-03,-1554.0,353,-15.0,624,-1735.0,0,1
2021-07-04,-2472.0,156,-9.0,583,-924.0,0,3
2021-07-05,1169.0,198,23.0,1338,-57.0,0,10
2021-07-06,-672.0,501,4.0,797,1350.0,0,30
2021-07-07,1040.0,441,22.0,854,968.0,0,6
2021-07-08,1449.0,347,-13.0,617,245.0,1,15
2021-07-09,37.0,405,-5.0,743,-131.0,0,18
2021-07-10,-929.0,188,-34.0,705,-1334.0,0,55
2021-07-11,853.0,283,15.0,776,437.0,0,28
2021-07-12,362.0,423,-19.0,902,-196.0,0,14
2021-07-13,-1485.0,264,8.0,964,-292.0,0,6
2021-07-14,641.0,301,12.0,1026,-359.0,0,20
2021-07-15,-512.0,259,-2.0,1029,-2.0,0,11
2021-07-16,-17.0,167,-11.0,857,370.0,0,9
2021-07-17,-202.0,674,-8.0,778,-119.0,0,8
2021-07-18,1453.0,430,19.0,820,280.0,0,8
2021-07-19,378.0,372,11.0,917,466.0,0,1
2021-07-20,-2038.0,133,-2.0,1764,-792.0,0,6
2021-07-21,-74.0,212,1.0,1671,-719.0,0,3
2021-07-22,-125.0,206,-6.0,1206,-354.0,0,11
2021-07-23,1129.0,202,-5.0,1125,112.0,0,9
2021-07-24,-741.0,308,-11.0,1152,353.0,0,4
2021-07-25,256.0,282,9.0,937,-201.0,0,6
2021-07-26,-61.0,372,27.0,1512,-107.0,0,18
2021-07-27,-449.0,164,-5.0,1065,187.0,0,9
2021-07-28,-277.0,83,9.0,1151,107.0,0,7
2021-07-29,649.0,308,5.0,1345,90.0,0,6
2021-07-30,-25.0,200,-33.0,1578,-241.0,0,6
2021-07-31,-1.0,426,-14.0,1503,143.0,0,3
2021-08-01,1607.0,1059,-18.0,1486,767.0,3,6
2021-08-02,-407.0,1175,35.0,1452,-327.0,1,5
2021-08-03,-927.0,946,2.0,1161,-23.0,0,3
2021-08-04,-1058.0,627,11.0,1087,-153.0,0,1
2021-08-05,-170.0,590,-1.0,1098,-74.0,0,9
2021-08-06,958.0,643,-25.0,1369,-237.0,0,6
2021-08-07,328.0,392,10.0,1465,953.0,0,8
2021-08-08,226.0,426,-10.0,1526,-442.0,0,12
2021-08-09,-13.0,1018,21.0,1257,-265.0,0,15
2021-08-10,-442.0,639,23.0,931,-400.0,0,7
2021-08-11,543.0,857,3.0,646,284.0,0,26
2021-08-12,708.0,359,-37.0,558,-277.0,0,10
2021-08-13,-644.0,536,-10.0,625,83.0,0,10
2021-08-14,250.0,980,1.0,776,316.0,0,5
2021-08-15,197.0,812,-15.0,849,-130.0,0,10
2021-08-16,-825.0,418,44.0,1075,862.0,3,8
2021-08-17,-1313.0,742,17.0,1254,468.0,0,7
2021-08-18,1237.0,700,-8.0,1070,153.0,0,20
2021-08-19,360.0,452,14.0,1368,-226.0,0,7
2021-08-20,-446.0,419,-25.0,1432,-598.0,1,4
2021-08-21,-1202.0,300,-10.0,1183,-336.0,3,4
2021-08-22,-281.0,878,-2.0,1156,396.0,0,8
2021-08-23,-406.0,208,2.0,1285,-805.0,0,4
2021-08-24,-367.0,494,28.0,1302,-296.0,0,8
2021-08-25,646.0,506,-24.0,1207,-66.0,0,0
2021-08-26,808.0,308,19.0,1339,459.0,0,18
2021-08-27,212.0,344,-19.0,1044,846.0,0,4
2021-08-28,-1405.0,209,15.0,1073,-692.0,0,8
2021-08-29,1052.0,623,-26.0,811,356.0,2,17
2021-08-30,-1020.0,685,21.0,919,-270.0,0,19
2021-08-31,-733.0,389,0.0,1078,864.0,0,11
2021-09-01,964.0,958,-5.0,702,536.0,0,0
2021-09-02,545.0,849,-13.0,641,-577.0,0,5
2021-09-03,518.0,513,-4.0,832,-603.0,2,8
2021-09-04,-1808.0,306,-2.0,870,-455.0,0,4
2021-09-05,-463.0,274,-10.0,970,180.0,0,3
2021-09-06,758.0,238,-4.0,1085,-585.0,0,3
2021-09-07,-15.0,501,9.0,869,-412.0,1,6
2021-09-08,48.0,248,5.0,776,659.0,1,6
2021-09-09,623.0,263,3.0,871,847.0,5,7
2021-09-10,-483.0,250,-7.0,960,-1416.0,2,7
2021-09-11,-1235.0,211,-25.0,616,-309.0,0,6
2021-09-12,1333.0,115,-4.0,388,370.0,0,4
2021-09-13,-418.0,325,24.0,692,667.0,0,5
2021-09-14,-511.0,413,17.0,967,352.0,1,20
2021-09-15,-71.0,73,-6.0,950,661.0,0,13
2021-09-16,863.0,107,12.0,821,-442.0,1,2
2021-09-17,717.0,53,-12.0,751,-309.0,0,18
2021-09-18,-1123.0,74,-13.0,1330,15.0,1,11
2021-09-19,950.0,72,-9.0,1197,127.0,1,9
2021-09-20,-285.0,49,1.0,864,1081.0,11,15
2021-09-21,-1485.0,48,3.0,835,322.0,22,6
2021-09-22,466.0,77,25.0,732,459.0,16,3
2021-09-23,1873.0,665,4.0,643,-1364.0,24,10
2021-09-24,-43.0,225,-31.0,636,-1084.0,1,2
2021-09-25,-1848.0,133,0.0,803,-501.0,3,1
2021-09-26,1348.0,75,-2.0,681,-108.0,2,1
2021-09-27,-830.0,41,18.0,651,63.0,0,2
2021-09-28,-323.0,184,11.0,878,572.0,18,8
2021-09-29,-497.0,65,-16.0,1110,137.0,15,6
2021-09-30,1333.0,371,18.0,1175,313.0,15,9
2021-10-01,1064.0,237,6.0,1723,207.0,15,5
2021-10-02,-1358.0,123,-28.0,1678,230.0,3,2
2021-10-03,1143.0,139,12.0,1541,408.0,0,2
2021-10-04,-1120.0,93,-4.0,1652,-263.0,0,0
2021-10-05,-663.0,60,5.0,1970,-218.0,0,5
2021-10-06,-277.0,47,-4.0,1320,23.0,9,4
2021-10-07,1643.0,58,3.0,1740,78.0,17,3
2021-10-08,1713.0,545,7.0,2099,147.0,10,1
2021-10-09,-1137.0,1057,-10.0,1584,-186.0,7,7
2021-10-10,188.0,1509,-22.0,794,-214.0,27,18
2021-10-11,764.0,933,11.0,727,310.0,227,47
2021-10-12,-1410.0,162,21.0,1251,-425.0,811,59
2021-10-13,-613.0,559,-6.0,1336,446.0,422,75
2021-10-14,553.0,226,2.0,1550,-355.0,180,4
2021-10-15,-111.0,107,-16.0,1558,-96.0,86,6
2021-10-16,-653.0,141,-10.0,661,97.0,8,3
2021-10-17,817.0,118,-4.0,426,-1042.0,4,4
2021-10-18,-839.0,72,32.0,542,-393.0,47,10
2021-10-19,373.0,46,9.0,667,-108.0,181,5
2021-10-20,-656.0,36,-32.0,512,774.0,155,1
2021-10-21,1233.0,907,-6.0,881,601.0,8,6
2021-10-22,534.0,918,2.0,1304,-34.0,11,2
2021-10-23,-1210.0,245,-2.0,1091,-282.0,32,2
2021-10-24,2248.0,304,-5.0,946,1684.0,58,11
2021-10-25,592.0,628,21.0,848,1216.0,85,29
2021-10-26,-3024.0,240,-18.0,892,-1205.0,198,41
2021-10-27,386.0,180,35.0,712,-28.0,123,86
2021-10-28,1638.0,519,-25.0,829,622.0,41,120
2021-10-29,-640.0,415,13.0,1022,1091.0,40,6
2021-10-30,-1533.0,635,-14.0,1048,-2365.0,65,4
2021-10-31,1121.0,1355,-1.0,1111,-822.0,110,4
2021-11-01,726.0,686,9.0,673,-889.0,446,0
2021-11-02,-2181.0,174,-10.0,985,682.0,291,3
2021-11-03,526.0,105,9.0,1058,282.0,256,3
2021-11-04,835.0,97,-10.0,954,-146.0,61,8
2021-11-05,107.0,129,-9.0,793,-614.0,19,16
2021-11-06,-1251.0,140,7.0,802,157.0,36,2
2021-11-07,687.0,130,-4.0,825,-358.0,58,3
2021-11-08,-13.0,185,-16.0,1061,-636.0,47,2
2021-11-09,-1465.0,53,24.0,1019,660.0,82,10
2021-11-10,410.0,151,-7.0,1558,468.0,155,10
2021-11-11,1587.0,132,-1.0,849,2056.0,421,74
2021-11-12,-106.0,176,5.0,1243,502.0,1153,128
2021-11-13,-590.0,122,-6.0,1218,-2562.0,846,52
2021-11-14,1172.0,142,-7.0,520,-140.0,1317,36
2021-11-15,-825.0,130,37.0,636,-186.0,618,36
2021-11-16,-1583.0,90,-5.0,745,-635.0,250,94
2021-11-17,131.0,52,1.0,986,142.0,257,167
2021-11-18,899.0,62,-2.0,967,973.0,802,6
2021-11-19,914.0,89,-5.0,563,-402.0,462,12
2021-11-20,-251.0,95,-12.0,606,-546.0,160,2
2021-11-21,395.0,89,8.0,794,671.0,299,21
2021-11-22,-368.0,107,13.0,820,539.0,223,11
2021-11-23,-301.0,53,9.0,365,-1297.0,304,15
2021-11-24,-492.0,57,-26.0,357,-196.0,449,3
2021-11-25,-1440.0,41,-24.0,572,1828.0,421,25
2021-11-26,407.0,31,16.0,400,-639.0,556,11
2021-11-27,1228.0,31,-4.0,332,-422.0,591,1
2021-11-28,696.0,68,-8.0,619,-106.0,710,17
2021-11-29,-273.0,84,27.0,777,-554.0,463,5
2021-11-30,-338.0,58,7.0,847,28.0,493,9
2021-12-01,-786.0,134,4.0,1003,409.0,256,23
2021-12-02,554.0,120,-2.0,1390,37.0,144,6
2021-12-03,-147.0,88,-25.0,1448,-239.0,430,2
2021-12-04,-634.0,69,3.0,1697,-198.0,368,3
2021-12-05,1313.0,132,-4.0,1694,571.0,1003,99
2021-12-06,1224.0,158,39.0,1722,1820.0,1202,110
2021-12-07,-1301.0,141,16.0,1072,-1714.0,946,14
2021-12-08,-1119.0,158,-20.0,1371,671.0,1063,20
2021-12-09,1192.0,106,-4.0,1123,-883.0,882,15
2021-12-10,139.0,401,-3.0,1599,1113.0,1159,78
2021-12-11,124.0,203,16.0,1455,1851.0,862,161
2021-12-12,-180.0,107,-26.0,354,-2409.0,299,36
2021-12-13,-857.0,76,4.0,456,-436.0,263,8
2021-12-14,78.0,249,15.0,905,656.0,460,44
2021-12-15,1644.0,507,5.0,1044,-255.0,754,386
2021-12-16,213.0,245,23.0,1360,1048.0,1040,384
2021-12-17,124.0,147,-30.0,1443,-1099.0,635,9
2021-12-18,2023.0,413,47.0,1649,2376.0,1379,21
2021-12-19,-647.0,352,-59.0,761,-1047.0,929,14
2021-12-20,-1178.0,174,-10.0,499,-1729.0,491,5
2021-12-21,-372.0,120,-2.0,981,537.0,611,23
2021-12-22,-501.0,103,23.0,1058,-32.0,764,7
2021-12-23,524.0,219,-37.0,590,-105.0,604,23
2021-12-24,-1302.0,591,9.0,989,437.0,942,52
2021-12-25,-704.0,776,-5.0,1005,393.0,992,15
2021-12-26,3134.0,1500,49.0,1675,-1294.0,1660,126
2021-12-27,1626.0,1421,15.0,1653,557.0,1912,47
2021-12-28,-531.0,1191,0.0,1221,515.0,2091,18
2021-12-29,-343.0,999,97.0,1541,522.0,1136,6
2021-12-30,992.0,1400,-76.0,2487,339.0,1243,67
2021-12-31,-3014.0,1473,15.0,3038,-1383.0,1185,9
2022-01-01,921.0,2561,81.0,1851,1954.0,1415,33
2022-01-02,3510.0,2595,41.0,1027,-159.0,1251,38
2022-01-03,-1046.0,3205,-131.0,240,-515.0,1244,69
2022-01-04,-1737.0,1431,-54.0,531,-2198.0,821,148
2022-01-05,-887.0,1666,71.0,1549,530.0,1651,145
2022-01-06,-733.0,2113,91.0,1462,-109.0,2238,38
2022-01-07,821.0,2425,-50.0,613,-127.0,1940,39
2022-01-08,-1413.0,1156,-109.0,1235,305.0,673,25
2022-01-09,416.0,1189,73.0,1159,1994.0,449,16
2022-01-10,-1676.0,778,53.0,573,-2049.0,617,9
2022-01-11,-756.0,615,-43.0,313,-601.0,482,9
2022-01-12,-349.0,425,-92.0,355,52.0,185,6
2022-01-13,455.0,442,-12.0,888,-43.0,343,6
2022-01-14,782.0,470,-15.0,1336,-158.0,1080,117
2022-01-15,-157.0,376,142.0,934,547.0,1052,116
2022-01-16,735.0,3061,-84.0,742,1345.0,1849,1
2022-01-17,309.0,1395,-53.0,725,-995.0,2119,32
2022-01-18,-2008.0,198,2.0,742,-746.0,876,119
2022-01-19,400.0,335,53.0,1113,221.0,776,21
2022-01-20,1034.0,660,147.0,784,1307.0,1275,13
2022-01-21,-245.0,606,26.0,720,-903.0,1142,45
2022-01-22,-491.0,431,-166.0,669,-604.0,1383,18
2022-01-23,1294.0,335,65.0,686,-195.0,1259,5
2022-01-24,-588.0,400,-57.0,842,410.0,1602,1
2022-01-25,-1342.0,266,221.0,908,203.0,1323,3
2022-01-26,-26.0,142,-3.0,796,-436.0,810,6
2022-01-27,964.0,225,-224.0,598,-201.0,1256,2
2022-01-28,1735.0,1401,126.0,631,182.0,1274,5
2022-01-29,-2569.0,3058,-129.0,354,-143.0,1257,18
2022-01-30,1208.0,1409,-47.0,311,-76.0,758,0
2022-01-31,-360.0,298,20.0,654,605.0,196,49
2022-02-01,-1064.0,239,-18.0,909,-107.0,597,143
2022-02-02,1401.0,2323,108.0,1286,1354.0,1843,15
2022-02-03,7.0,5110,153.0,1272,1478.0,2292,4
2022-02-04,1575.0,3791,-87.0,1058,-359.0,2053,11
2022-02-05,-1048.0,1362,-96.0,553,-2488.0,1280,12
2022-02-06,117.0,694,-70.0,572,-234.0,741,6
2022-02-07,-112.0,452,31.0,918,1018.0,679,13
2022-02-08,-2121.0,93,-48.0,872,-724.0,494,27
2022-02-09,33.0,64,-5.0,559,-305.0,616,11
2022-02-10,931.0,93,-16.0,678,-25.0,1137,25
2022-02-11,457.0,211,31.0,759,475.0,1309,185
2022-02-12,-553.0,51,51.0,612,-369.0,1079,13
2022-02-13,2550.0,318,70.0,469,109.0,1702,1
2022-02-14,-1187.0,130,-54.0,407,-277.0,963,7
2022-02-15,-1575.0,37,-44.0,386,-108.0,477,14
2022-02-16,15.0,251,-40.0,359,398.0,815,25
2022-02-17,2681.0,1356,83.0,914,3426.0,1343,38
2022-02-18,2088.0,423,-19.0,755,-1911.0,1527,176
2022-02-19,-2568.0,129,-30.0,740,-1944.0,1106,58
2022-02-20,-842.0,131,-63.0,325,95.0,468,23
2022-02-21,264.0,231,39.0,841,780.0,976,58
2022-02-22,1840.0,384,102.0,1934,2412.0,2054,30
2022-02-23,-1342.0,1649,75.0,1326,-1328.0,2211,38
2022-02-24,1403.0,2053,18.0,2205,-709.0,2083,8
2022-02-25,807.0,1449,-27.0,1172,233.0,2299,4
2022-02-26,-2355.0,149,-148.0,427,-835.0,554,13
2022-02-27,-113.0,135,-26.0,517,759.0,341,9
2022-02-28,-770.0,113,17.0,619,-684.0,360,10
2022-03-01,-912.0,48,-10.0,306,-340.0,214,14
2022-03-02,-254.0,75,-1.0,757,-16.0,509,3
2022-03-03,792.0,88,54.0,571,48.0,534,1
2022-03-04,174.0,108,-52.0,573,-128.0,187,26
2022-03-05,65.0,120,-31.0,938,756.0,1154,17
2022-03-06,1825.0,270,29.0,757,541.0,1497,56
2022-03-07,57.0,187,3.0,679,1223.0,1607,13
2022-03-08,-2362.0,62,6.0,541,-1118.0,974,17
2022-03-09,1613.0,479,-16.0,880,1012.0,2217,3
2022-03-10,1158.0,239,84.0,912,-1697.0,909,21
2022-03-11,1031.0,488,-59.0,1252,-186.0,1345,15
2022-03-12,609.0,1348,42.0,948,1794.0,2382,52
2022-03-13,-320.0,852,-114.0,77,-2612.0,289,5
2022-03-14,-2495.0,326,26.0,157,190.0,287,16
2022-03-15,-1155.0,93,36.0,546,1679.0,135,6
2022-03-16,-131.0,57,-9.0,1063,-78.0,173,5
2022-03-17,1792.0,772,6.0,1469,-182.0,420,44
2022-03-18,1985.0,712,5.0,1335,840.0,399,19
2022-03-19,-1473.0,250,-32.0,865,22.0,308,7
2022-03-20,-535.0,170,-10.0,571,-1357.0,210,16
2022-03-21,-498.0,729,17.0,279,405.0,405,64
2022-03-22,-154.0,151,23.0,580,1742.0,704,144
2022-03-23,-575.0,75,-20.0,651,597.0,861,42
2022-03-24,1739.0,110,-4.0,718,-662.0,476,21
2022-03-25,-1716.0,129,-5.0,730,-1343.0,376,164
2022-03-26,-224.0,95,-13.0,292,-1175.0,1057,8
2022-03-27,551.0,105,7.0,309,-592.0,910,5
2022-03-28,721.0,97,12.0,349,300.0,640,20
2022-03-29,-2091.0,32,15.0,459,424.0,394,93
2022-03-30,1023.0,104,7.0,534,2307.0,1198,80
2022-03-31,1452.0,737,6.0,492,119.0,965,30
2022-04-01,990.0,927,-20.0,429,-1294.0,922,9
2022-04-02,-830.0,2089,-15.0,388,-891.0,553,6
2022-04-03,458.0,1521,-3.0,576,-380.0,497,18
2022-04-04,-1187.0,767,22.0,586,980.0,588,53
2022-04-05,862.0,380,37.0,1011,1449.0,436,232
2022-04-06,-378.0,268,-6.0,1084,756.0,672,369
2022-04-07,1218.0,1090,7.0,703,-480.0,999,364
2022-04-08,-440.0,668,-37.0,460,-798.0,863,19
2022-04-09,-2117.0,403,-6.0,327,-1256.0,720,21
2022-04-10,981.0,487,-12.0,306,-840.0,470,63
2022-04-11,36.0,275,16.0,289,1290.0,578,50
2022-04-12,-427.0,289,8.0,674,102.0,975,282
2022-04-13,1334.0,423,39.0,682,1621.0,911,186
2022-04-14,446.0,581,-41.0,511,-1558.0,1307,365
2022-04-15,-691.0,427,5.0,504,-1151.0,1268,19
2022-04-16,-1659.0,241,-17.0,468,1142.0,518,19
2022-04-17,516.0,247,3.0,740,-541.0,688,60
2022-04-18,1207.0,226,24.0,449,1678.0,1459,8
2022-04-19,-1285.0,163,-17.0,379,-1295.0,1121,53
2022-04-20,-1125.0,69,5.0,400,-60.0,273,24
2022-04-21,886.0,78,25.0,833,114.0,195,23
2022-04-22,605.0,211,-19.0,893,106.0,163,197
2022-04-23,-1530.0,171,0.0,799,-554.0,785,535
2022-04-24,1378.0,315,-22.0,395,309.0,312,190
2022-04-25,313.0,413,13.0,373,583.0,266,8
2022-04-26,-1477.0,141,-2.0,502,-599.0,264,10
2022-04-27,38.0,43,4.0,300,-1052.0,229,10
2022-04-28,279.0,59,27.0,188,50.0,112,14
2022-04-29,341.0,69,-12.0,349,872.0,169,66
2022-04-30,-311.0,356,-17.0,409,1613.0,73,156
2022-05-01,1112.0,357,-4.0,706,-981.0,77,11
2022-05-02,-151.0,212,12.0,900,378.0,271,20
2022-05-03,-1384.0,79,-4.0,725,260.0,154,23
2022-05-04,485.0,149,15.0,1248,-728.0,124,5
