FlightDate,Atrasos,Cancelamentos,Cold,Fog,Rain,Snow,Storm
2018-08-18,-1285.0,330,-8.0,1202,-71.0,0,6
2018-08-19,1078.0,229,-14.0,1554,13.0,0,5
2018-08-20,-162.0,364,29.0,1001,415.0,3,5
2018-08-21,-49.0,413,-17.0,830,-244.0,0,7
2018-08-22,-1268.0,120,8.0,838,-966.0,0,3
2018-08-23,83.0,126,-19.0,821,-1341.0,2,12
2018-08-24,-115.0,187,26.0,827,1033.0,0,4
2018-08-25,-495.0,76,-32.0,1086,-345.0,0,2
2018-08-26,140.0,30,0.0,1154,-308.0,0,4
2018-08-27,240.0,52,23.0,804,843.0,2,20
2018-08-28,1120.0,533,18.0,671,125.0,1,10
2018-08-29,-908.0,111,-4.0,564,199.0,0,6
2018-08-30,87.0,56,-23.0,620,-1052.0,0,4
2018-08-31,1494.0,172,4.0,525,493.0,0,4
2018-09-01,-825.0,290,-8.0,478,686.0,0,11
2018-09-02,-1191.0,68,-2.0,538,226.0,1,3
2018-09-03,2129.0,566,6.0,799,623.0,5,7
2018-09-04,-1490.0,152,28.0,680,163.0,0,4
2018-09-05,14.0,252,-12.0,611,-62.0,1,8
2018-09-06,922.0,538,-20.0,663,-399.0,10,3
2018-09-07,535.0,581,11.0,657,-31.0,0,2
2018-09-08,-2159.0,188,-7.0,645,552.0,0,4
2018-09-09,1678.0,127,3.0,513,42.0,0,0
2018-09-10,406.0,197,37.0,671,-74.0,0,2
2018-09-11,-1359.0,166,-23.0,1174,-839.0,0,2
2018-09-12,863.0,278,10.0,979,-739.0,0,0
2018-09-13,-764.0,652,0.0,755,-610.0,0,15
2018-09-14,411.0,927,-10.0,962,324.0,0,40
2018-09-15,-1523.0,871,-11.0,940,537.0,0,24
2018-09-16,1552.0,761,-10.0,970,-127.0,0,3
2018-09-17,-402.0,211,-11.0,780,-378.0,0,3
2018-09-18,935.0,420,45.0,744,718.0,0,6
2018-09-19,-1372.0,121,-17.0,894,-1123.0,0,2
2018-09-20,2117.0,147,2.0,755,1519.0,3,8
2018-09-21,605.0,536,-12.0,405,431.0,0,13
2018-09-22,-2573.0,234,-8.0,484,-629.0,1,6
2018-09-23,365.0,57,1.0,705,-809.0,0,1
2018-09-24,-161.0,81,4.0,605,569.0,6,12
2018-09-25,1485.0,223,28.0,604,2024.0,7,8
2018-09-26,1467.0,467,-10.0,801,-660.0,0,11
2018-09-27,-1897.0,128,-41.0,650,-577.0,0,12
2018-09-28,-177.0,64,25.0,834,-738.0,126,7
2018-09-29,-1395.0,139,-15.0,1065,-1144.0,14,15
2018-09-30,380.0,61,1.0,753,410.0,77,7
2018-10-01,452.0,114,21.0,743,744.0,26,7
2018-10-02,-409.0,153,5.0,780,-84.0,9,6
2018-10-03,-112.0,87,15.0,952,-278.0,87,61
2018-10-04,597.0,65,-19.0,651,120.0,58,20
2018-10-05,681.0,116,-2.0,729,117.0,370,8
2018-10-06,-984.0,98,-13.0,714,931.0,80,4
2018-10-07,899.0,100,0.0,1114,373.0,129,7
2018-10-08,1474.0,270,14.0,1310,1110.0,323,4
2018-10-09,-768.0,576,4.0,762,666.0,362,9
2018-10-10,-1516.0,322,20.0,806,-11.0,726,34
2018-10-11,2752.0,1057,-26.0,557,-1183.0,492,17
2018-10-12,-1124.0,230,-28.0,454,-2021.0,177,25
2018-10-13,-1561.0,266,-9.0,508,188.0,234,9
2018-10-14,998.0,124,-13.0,447,-621.0,1023,31
2018-10-15,1653.0,218,47.0,472,1870.0,492,3
2018-10-16,-2731.0,86,-26.0,498,-1194.0,47,6
2018-10-17,-235.0,83,-1.0,579,-791.0,192,7
2018-10-18,949.0,103,-7.0,660,-737.0,134,0
2018-10-19,635.0,101,-13.0,674,1274.0,29,0
2018-10-20,-2229.0,59,12.0,796,315.0,267,17
2018-10-21,1257.0,67,-1.0,612,-2017.0,150,3
2018-10-22,123.0,165,-9.0,619,-328.0,25,1
2018-10-23,-472.0,117,17.0,717,1263.0,58,3
2018-10-24,-622.0,76,-6.0,978,548.0,126,3
2018-10-25,1103.0,77,18.0,701,562.0,30,1
2018-10-26,1010.0,104,-12.0,747,1295.0,13,5
2018-10-27,-2219.0,86,13.0,1119,-933.0,95,31
2018-10-28,410.0,65,-6.0,723,-351.0,77,16
2018-10-29,-238.0,51,24.0,824,-1076.0,37,26
2018-10-30,-544.0,58,3.0,864,-1044.0,125,10
2018-10-31,-32.0,108,-27.0,532,2545.0,263,3
2018-11-01,1441.0,80,33.0,548,831.0,81,16
2018-11-02,116.0,121,-12.0,521,-328.0,68,44
2018-11-03,-1769.0,54,-25.0,709,-677.0,262,30
2018-11-04,773.0,74,21.0,375,-14.0,382,28
2018-11-05,1232.0,153,19.0,871,1074.0,222,18
2018-11-06,145.0,184,5.0,1237,158.0,589,18
2018-11-07,-1007.0,60,-18.0,1393,-2782.0,958,5
2018-11-08,1014.0,66,-16.0,780,364.0,1243,5
2018-11-09,3479.0,153,12.0,831,2249.0,2135,15
2018-11-10,-4990.0,36,-24.0,636,-2787.0,1520,25
2018-11-11,1033.0,51,-11.0,512,-772.0,1324,4
2018-11-12,1535.0,100,39.0,534,3447.0,1961,11
2018-11-13,-432.0,106,-6.0,602,-36.0,1168,4
2018-11-14,-851.0,135,-7.0,360,-2321.0,424,6
2018-11-15,3607.0,1819,23.0,597,1065.0,1579,2
2018-11-16,475.0,600,12.0,804,-1811.0,2030,15
2018-11-17,-3913.0,107,-47.0,914,-468.0,1575,6
2018-11-18,-857.0,69,23.0,901,291.0,613,4
2018-11-19,-266.0,42,-7.0,1044,649.0,756,3
2018-11-20,1654.0,182,13.0,818,-467.0,1185,0
2018-11-21,-469.0,82,-10.0,804,-287.0,627,2
2018-11-22,-2710.0,23,27.0,778,619.0,355,0
2018-11-23,355.0,32,-18.0,551,618.0,319,39
2018-11-24,2091.0,68,25.0,1062,2024.0,801,28
2018-11-25,1333.0,1173,-36.0,1458,-2274.0,1103,88
2018-11-26,2260.0,1628,-7.0,651,960.0,1524,14
2018-11-27,-1385.0,168,3.0,385,-1261.0,1977,15
2018-11-28,-2050.0,102,8.0,482,-359.0,1317,12
2018-11-29,225.0,157,37.0,714,603.0,1201,9
2018-11-30,-1405.0,144,19.0,1796,928.0,745,14
2018-12-01,13.0,130,5.0,1356,3610.0,1490,19
2018-12-02,1761.0,313,4.0,1117,-1981.0,1842,9
2018-12-03,-1062.0,117,-23.0,836,-2552.0,1264,2
2018-12-04,-530.0,66,-5.0,387,-1108.0,1314,4
2018-12-05,-58.0,105,-5.0,283,21.0,1895,8
2018-12-06,872.0,103,-20.0,396,569.0,1651,9
2018-12-07,-325.0,53,18.0,476,1034.0,973,2
2018-12-08,-1041.0,279,-12.0,671,1001.0,698,2
2018-12-09,643.0,1701,-30.0,681,-498.0,942,3
2018-12-10,603.0,635,39.0,982,-1398.0,432,3
2018-12-11,-1102.0,96,-11.0,1091,-570.0,329,24
2018-12-12,-150.0,55,22.0,916,-158.0,684,21
2018-12-13,1235.0,67,-6.0,967,1703.0,536,123
2018-12-14,1042.0,210,2.0,1133,1909.0,168,15
2018-12-15,-2347.0,56,-36.0,943,-85.0,105,26
2018-12-16,1479.0,249,-39.0,789,-1938.0,87,4
2018-12-17,-1130.0,63,45.0,915,-1038.0,373,2
2018-12-18,384.0,100,-4.0,1053,-204.0,256,22
2018-12-19,230.0,72,11.0,847,395.0,234,49
2018-12-20,3691.0,179,1.0,704,3251.0,186,25
2018-12-21,1043.0,248,30.0,852,518.0,541,31
2018-12-22,-3035.0,62,-21.0,539,-3967.0,876,21
2018-12-23,-1320.0,37,-40.0,586,-86.0,1060,15
2018-12-24,-1502.0,43,32.0,635,-43.0,1109,6
2018-12-25,-338.0,54,-14.0,851,-149.0,892,6
2018-12-26,3034.0,678,32.0,887,1762.0,1201,13
2018-12-27,3092.0,876,10.0,661,2322.0,1817,47
2018-12-28,681.0,539,2.0,892,865.0,1832,23
2018-12-29,-2535.0,186,61.0,958,-4325.0,1671,9
2018-12-30,-1350.0,144,-79.0,775,595.0,830,22
2018-12-31,-678.0,287,36.0,1450,2843.0,1584,53
2019-01-01,483.0,161,122.0,890,-2786.0,1304,16
2019-01-02,1310.0,178,-64.0,707,85.0,835,6
2019-01-03,-1481.0,143,-77.0,532,1257.0,807,20
2019-01-04,-1213.0,75,2.0,645,-435.0,177,15
2019-01-05,160.0,135,13.0,1006,-1150.0,67,5
2019-01-06,1106.0,318,-15.0,811,-465.0,813,28
2019-01-07,-933.0,111,-51.0,674,422.0,961,98
2019-01-08,-984.0,207,-12.0,1122,-559.0,747,84
2019-01-09,-88.0,185,3.0,632,76.0,1415,11
2019-01-10,899.0,198,-25.0,508,-656.0,1157,2
2019-01-11,194.0,235,7.0,739,630.0,846,0
2019-01-12,-1023.0,391,62.0,1044,827.0,2161,0
2019-01-13,920.0,875,59.0,893,-342.0,1383,1
2019-01-14,-11.0,262,35.0,1014,-1184.0,442,1
2019-01-15,-332.0,265,-43.0,964,375.0,548,6
2019-01-16,-328.0,322,-36.0,939,457.0,1007,15
2019-01-17,1262.0,220,15.0,1006,1163.0,1279,30
2019-01-18,527.0,490,24.0,1630,-1056.0,1799,29
2019-01-19,-1719.0,1871,19.0,1057,2180.0,2042,78
2019-01-20,850.0,1388,-52.0,1081,-696.0,2188,13
2019-01-21,1857.0,709,70.0,1026,-2484.0,1504,50
2019-01-22,-1072.0,1366,-96.0,616,369.0,1795,53
2019-01-23,923.0,728,-5.0,619,3151.0,1869,37
2019-01-24,917.0,527,71.0,1696,209.0,1877,38
2019-01-25,-1301.0,215,120.0,772,-4002.0,1204,8
2019-01-26,-2495.0,84,44.0,704,315.0,1415,28
2019-01-27,1091.0,246,-42.0,1033,511.0,1408,69
2019-01-28,232.0,1732,-169.0,1362,-210.0,2075,223
2019-01-29,-709.0,1249,193.0,1774,263.0,2015,16
2019-01-30,780.0,2546,22.0,1232,-784.0,1459,15
2019-01-31,738.0,2118,-146.0,741,395.0,689,11
2019-02-01,953.0,524,-34.0,654,179.0,838,2
2019-02-02,-2754.0,376,-58.0,1312,816.0,289,21
2019-02-03,-590.0,386,-6.0,1955,525.0,975,54
2019-02-04,1551.0,410,52.0,2000,214.0,1409,17
2019-02-05,-824.0,566,-1.0,1819,-723.0,1823,31
2019-02-06,816.0,437,-21.0,1958,1352.0,2422,26
2019-02-07,1423.0,651,107.0,2043,624.0,2402,26
